ID,Sensor1,Sensor2,Sensor3,Sensor4,Compound
613,4035750,13639720,17071254,205040,Acetone
614,4046230,14514649,17229003,205044,Acetone
615,4046660,14615719,17453118,205001,Acetone
616,4042430,13761314,17172077,204894,Acetone
617,4056000,13847146,17428229,204887,Acetone
618,4065490,13275301,17092993,204951,Acetone
619,4051800,13957339,17293058,204936,Acetone
620,4066020,13308736,17176871,205094,Acetone
621,4064680,14109081,17299110,205000,Acetone
622,4047860,14554835,17390682,205028,Acetone
623,4051350,13914910,17401343,204903,Acetone
624,4056820,14705182,17202121,205011,Acetone
625,4054990,13613215,17301637,204946,Acetone
626,4060210,13624029,17084045,205057,Acetone
627,4043490,14713981,17220594,205006,Acetone
628,4059520,14067250,17220690,204927,Acetone
629,4059330,13290038,17175740,204988,Acetone
630,4071130,13965172,17507432,204927,Acetone
631,4058460,14136517,17374615,204718,Acetone
632,4053890,13947017,17147816,204727,Acetone
633,4039310,14149530,17491607,204732,Acetone
634,4054420,13390347,17250108,204670,Acetone
635,4046260,13673375,17435440,204578,Acetone
636,4047940,14656420,17440287,204752,Acetone
637,4051730,14448119,17407102,204797,Acetone
638,4051520,14039272,17279503,204674,Acetone
639,4056300,14153244,17247063,204832,Acetone
640,4058360,13375953,17155732,204922,Acetone
641,4050000,13877212,17377014,204897,Acetone
642,4031540,13760291,17068653,204719,Acetone
643,4060570,14091156,17372736,204657,Acetone
644,4058690,13845430,17333407,204587,Acetone
645,4041410,14475476,17497343,204659,Acetone
646,4024290,14531334,17275529,204868,Acetone
647,4011790,14577440,17490559,204814,Acetone
648,4027240,13821554,17136127,204607,Acetone
649,4026330,13770722,17331231,204665,Acetone
650,4042630,13978388,17116443,204660,Acetone
651,4030100,14613719,17180440,204926,Acetone
652,4033320,14582696,17472532,204759,Acetone
653,4054270,14340536,17397585,204746,Acetone
654,4059160,14557612,17333963,204944,Acetone
655,4055060,13241725,17249674,205232,Acetone
656,4052850,14282380,17318295,205082,Acetone
657,4067910,14727387,17296597,204970,Acetone
658,4064630,14541394,17159619,204870,Acetone
659,4062730,14103711,17072184,204782,Acetone
660,4080180,13389914,17280348,204836,Acetone
661,4091810,13956639,17403451,204886,Acetone
662,4076760,14576074,17488554,204962,Acetone
663,4081430,14520263,17377378,205058,Acetone
664,4082540,13313373,17167745,205120,Acetone
665,4061060,14646896,17209085,205097,Acetone
666,4063020,14551217,17195417,205094,Acetone
667,4066970,14504993,17150653,205000,Acetone
668,4068970,13904920,17482143,204920,Acetone
669,4074850,14067474,17282164,205099,Acetone
670,4088760,14023216,17124862,204933,Acetone
671,4076730,14302563,17095150,204810,Acetone
672,4068040,14303498,17308886,204785,Acetone
673,4069190,14277780,17160566,205108,Acetone
674,4066970,13719443,17423197,204931,Acetone
675,4046970,13809371,17279585,205037,Acetone
676,4031380,14638782,17276903,205003,Acetone
677,4029660,13762077,17163975,205000,Acetone
678,4026960,13316456,17122854,204973,Acetone
679,4014530,14687217,17306804,204992,Acetone
680,4056950,13772392,17486684,205171,Acetone
681,4087950,14242279,17353122,205149,Acetone
682,4072890,13423290,17506840,205152,Acetone
683,4060150,14393177,17073261,205242,Acetone
684,4086140,14062946,17507326,205191,Acetone
685,4081260,14243294,17364471,205029,Acetone
686,4067460,13654973,17315364,205026,Acetone
687,4083490,14535786,17459289,205022,Acetone
688,4080100,14300017,17171040,205061,Acetone
689,4110530,13489392,17357259,205051,Acetone
690,4099980,13545413,17061922,205089,Acetone
691,4084880,13665683,17119677,205113,Acetone
692,4083600,14376286,17112681,205100,Acetone
693,4103520,14556196,17090554,205337,Acetone
694,4070130,13519022,17458215,205369,Acetone
695,4093610,14680910,17421144,205168,Acetone
696,4105210,14609115,17236420,205301,Acetone
697,4100760,14351518,17355432,205143,Acetone
698,4100230,13668576,17134584,205414,Acetone
699,4077350,13947922,17286234,205489,Acetone
700,4080410,13747925,17277498,205423,Acetone
701,4078240,14615320,17485282,205560,Acetone
702,4078900,13665342,17251633,205338,Acetone
703,4075620,14696251,17338518,205512,Acetone
704,4087840,13929637,17481550,205389,Acetone
705,4093710,13986885,17141435,205442,Acetone
706,4106510,14720232,17391308,205454,Acetone
707,4105000,14539559,17414930,205418,Acetone
708,4071220,14033544,17340910,205368,Acetone
709,4053930,14147789,17414360,205329,Acetone
710,4064020,14044829,17183047,205485,Acetone
711,4097520,13773090,17216007,205443,Acetone
712,4086480,14243928,17242229,205371,Acetone
713,4095410,14292110,17454506,205303,Acetone
714,4108650,13455955,17223561,205447,Acetone
715,4087140,14412001,17330563,205768,Acetone
716,4092090,14624138,17245409,205560,Acetone
717,4080100,14060088,17198092,205578,Acetone
718,4053490,14325133,17063133,205480,Acetone
719,4072150,13290329,17407615,205596,Acetone
720,4089160,14544773,17147740,205650,Acetone
721,4085150,13338158,17159805,205500,Acetone
722,4079220,14673934,17161470,205432,Acetone
723,4061660,14256206,17356313,205370,Acetone
724,4089460,14336240,17254470,205317,Acetone
725,4089400,13891945,17065370,205263,Acetone
726,4094660,13229044,17356712,205219,Acetone
727,4067890,14187719,17429001,205151,Acetone
728,4096460,14552335,17319090,205189,Acetone
729,4075150,14248120,17384353,205213,Acetone
730,4077350,13636407,17251136,205046,Acetone
731,4080950,13626727,17228424,205056,Acetone
732,4097120,13396583,17075968,205108,Acetone
733,4116800,14092347,17336216,205216,Acetone
734,4101530,13525584,17239120,205208,Acetone
735,4133360,14371597,17507255,205294,Acetone
736,4106480,13548569,17184269,205218,Acetone
737,4115040,13400152,17394998,205227,Acetone
738,4129270,13589137,17108294,205136,Acetone
739,4108530,14340996,17118836,205177,Acetone
740,4109820,14126299,17081579,205458,Acetone
741,4099340,13829535,17486164,205287,Acetone
742,4111190,14132754,17275401,205138,Acetone
743,4134760,13462601,17192680,205087,Acetone
744,4123800,13905439,17405716,205120,Acetone
745,4130290,14552865,17223259,205139,Acetone
746,4221750,13420085,17227201,205519,Acetone
747,4247920,14241054,17151992,205000,Acetone
748,4270750,14540854,17342456,205072,Acetone
749,4275660,13302906,17321349,204988,Acetone
750,4311140,14428376,17169494,204783,Acetone
751,4337150,14639487,17430571,204609,Acetone
752,4338040,14434002,17382391,204537,Acetone
753,4360220,14556536,17294429,204643,Acetone
754,4377290,13580581,17295865,204710,Acetone
755,4579840,14132664,17428602,204755,Acetone
756,4333171,14054953,17501393,204591,Acetone
757,4454899,14100840,17350629,204415,Acetone
758,4168269,14233107,17409599,204375,Acetone
759,4537067,14124621,17245351,204376,Acetone
760,4501127,13455139,17184591,204171,Acetone
761,4494185,14284888,17098644,204282,Acetone
762,4354915,13732776,17368843,204117,Acetone
763,4590597,13458592,17463024,204163,Acetone
764,4478891,13447230,17192230,204035,Acetone
765,4047586,14425935,17174095,203781,Acetone
766,4549145,13583590,17253152,203724,Acetone
767,4364326,14598385,17260595,203674,Acetone
768,4376376,13506420,17232275,203774,Acetone
769,4279521,14538880,17220801,203616,Acetone
770,4527937,13988850,17189537,203601,Acetone
771,4341109,13541479,17061979,203909,Acetone
772,4393093,14204559,17485605,203592,Acetone
773,4120300,13673956,17144627,203620,Acetone
774,4362237,13410282,17258555,203315,Acetone
775,4232150,14117859,17107175,203399,Acetone
776,4328713,14537665,17502426,203561,Acetone
777,4584326,14374272,17283397,203380,Acetone
778,4468839,14104930,17178799,203331,Acetone
779,4426480,14424510,17202806,203258,Acetone
780,4282594,14093579,17364415,203183,Acetone
781,4484750,14417467,17200354,203417,Acetone
782,4498319,14615967,17230489,203370,Acetone
783,4533146,13680747,17479678,203482,Acetone
784,4243025,13279367,17146825,203203,Acetone
785,4207517,14399459,17418604,203348,Acetone
786,4172736,13365914,17267435,203318,Acetone
787,4419609,14570649,17489089,203344,Acetone
788,4569305,13937167,17162028,203194,Acetone
789,4562549,13722667,17275343,203100,Acetone
790,4259463,13747255,17480661,203397,Acetone
791,4590005,13276421,17401742,203170,Acetone
792,4348951,13536878,17255928,203091,Acetone
793,4343838,14134181,17313249,203090,Acetone
794,4499855,14384687,17068232,202901,Acetone
795,4292287,13832166,17254357,202868,Acetone
796,4283858,14408606,17332933,202813,Acetone
797,4199614,13803982,17432973,202817,Acetone
798,4031822,13323090,17072945,202681,Acetone
799,4212784,14106086,17121102,202841,Acetone
800,4061213,14333508,17074612,202872,Acetone
801,4391192,14287310,17216249,202863,Acetone
802,4488945,14099639,17073741,202752,Acetone
803,4345091,13954549,17405704,202843,Acetone
804,4573912,14263431,17461753,203095,Acetone
805,4053898,13299649,17107166,203197,Acetone
806,4528359,14441223,17455620,202940,Acetone
807,4376129,14006896,17072423,202842,Acetone
808,4591952,14097208,17481022,202804,Acetone
809,4479090,14563232,17076121,202727,Acetone
810,4230825,13288562,17232506,202606,Acetone
811,4471496,13242769,17113958,202429,Acetone
812,4565332,13926159,17078675,202596,Acetone
813,4386864,13797053,17313196,203145,Acetone
814,4379391,14684451,17293812,202998,Acetone
815,4421376,14701598,17492343,202944,Acetone
816,4253234,13689459,17273764,202776,Acetone
817,4500583,14038570,17109188,202740,Acetone
818,4151670,14146323,17191272,202561,Acetone
819,4324363,14178136,17313103,202405,Acetone
820,4265746,13821642,17061140,202735,Acetone
821,4261949,13640685,17348904,202474,Acetone
822,4022958,13260917,17167493,202594,Acetone
823,4335030,14239097,17375159,202432,Acetone
824,4391903,13946538,17206860,202359,Acetone
825,4034483,14067974,17407808,202167,Acetone
826,4024927,14192958,17139768,202092,Acetone
827,4512117,14241049,17454139,201960,Acetone
828,4444519,14270222,17206517,201900,Acetone
829,4128530,14565890,17330494,202054,Acetone
830,4354749,13322156,17213648,201846,Acetone
831,4139082,14109647,17160338,202078,Acetone
832,4358177,13968860,17076768,202350,Acetone
833,4401676,13734328,17223770,202279,Acetone
834,4495747,14014634,17332848,202123,Acetone
835,4262065,13609430,17064332,202081,Acetone
836,4470825,14200918,17191616,202075,Acetone
837,4408825,13300213,17496023,202056,Acetone
838,4350008,13982642,17302127,202159,Acetone
839,4525755,13465852,17450569,202246,Acetone
840,4053047,14345735,17173388,202233,Acetone
841,4220520,14352703,17386006,202144,Acetone
842,4447307,13786240,17241630,201886,Acetone
843,4138761,13647950,17082631,201852,Acetone
844,4526191,14074794,17360483,202127,Acetone
845,4061544,13499025,17419810,201952,Acetone
846,4198163,14031940,17468821,201871,Acetone
847,4044892,14144432,17308960,201784,Acetone
848,4227227,14398386,17140159,201844,Acetone
849,4488781,13819518,17061267,202037,Acetone
850,4546001,14307087,17504611,201824,Acetone
851,4335021,13627735,17227173,201643,Acetone
852,4572714,13450178,17438755,201638,Acetone
853,4580491,14064432,17457464,201779,Acetone
854,4180282,14370902,17125641,201742,Acetone
855,4567408,13278991,17391720,201723,Acetone
856,4160964,13786514,17329439,201632,Acetone
857,4384987,14236375,17259914,201638,Acetone
858,4428488,13764182,17076543,201456,Acetone
859,4517937,14193410,17367938,201467,Acetone
860,4299755,14410503,17383229,201456,Acetone
861,4169285,13600188,17303014,201394,Acetone
862,4425216,14368521,17399902,201243,Acetone
863,4372530,13320954,17396616,201643,Acetone
864,4412677,13401503,17482324,201543,Acetone
865,4381747,14728177,17496630,201449,Acetone
866,4018111,14051281,17450941,201742,Acetone
867,4083794,14081263,17471846,201908,Acetone
868,4584466,13445051,17092064,201989,Acetone
869,4329418,13660897,17461917,201998,Acetone
870,4279125,13929304,17312920,202006,Acetone
871,4362655,13378149,17376551,201779,Acetone
872,4070421,13268194,17088671,201984,Acetone
873,4161422,13806893,17496338,202061,Acetone
874,4099852,13556322,17151904,201879,Acetone
875,4406460,14328344,17210291,201686,Acetone
876,4387601,13408812,17476336,201773,Acetone
877,4381029,14040474,17323307,201667,Acetone
878,4142424,13986001,17169164,201481,Acetone
879,4377115,13312051,17503479,201480,Acetone
880,4426534,13660265,17328619,201445,Acetone
881,4132774,14022005,17410033,201513,Acetone
882,4400141,14017565,17253536,201413,Acetone
883,4514954,13269825,17336763,201256,Acetone
884,4414514,13458694,17311958,201273,Acetone
885,4354999,14366607,17123120,201291,Acetone
886,4227812,13876865,17160093,201475,Acetone
887,4147735,13330941,17223700,201802,Acetone
888,4416930,14191737,17247861,201802,Acetone
889,4339853,13292173,17369224,201816,Acetone
890,4099281,13487968,17452110,201807,Acetone
891,4479491,13602350,17506844,201857,Acetone
892,4287687,13389158,17116172,201799,Acetone
893,4379458,14022267,17362000,201835,Acetone
894,4358174,13459971,17269441,201913,Acetone
895,4533390,13883350,17388540,202004,Acetone
896,4381307,13634162,17436148,201764,Acetone
897,4013878,13881751,17132200,201671,Acetone
898,4259269,14067191,17454074,201885,Acetone
899,4206556,13831642,17241443,201882,Acetone
900,4398935,13253208,17065547,201775,Acetone
901,4043077,14543313,17430864,201886,Acetone
902,4395625,14379052,17440411,201930,Acetone
903,4552830,13630543,17413327,202109,Acetone
904,4091829,13727299,17071878,202416,Acetone
905,4426734,14585076,17342713,202324,Acetone
906,4416875,13737131,17276429,202147,Acetone
907,4476074,13606561,17399595,202095,Acetone
908,4345549,13731167,17145237,201972,Acetone
909,4526929,13982774,17144043,202029,Acetone
910,4522323,13774317,17113585,202033,Acetone
911,4382034,14499553,17316744,202026,Acetone
912,4551734,13898328,17273730,202244,Acetone
913,4552239,13582021,17346940,202239,Acetone
914,4305406,13522104,17404412,202186,Acetone
915,4265107,13962901,17336036,202176,Acetone
916,4447815,14736371,17498517,202258,Acetone
917,4545799,13839068,17164564,202388,Acetone
918,4087152,13384632,17390534,202429,Acetone
919,4218489,14692344,17267244,202346,Acetone
920,4519940,14424555,17290616,202200,Acetone
921,4294933,14721251,17260964,202095,Acetone
922,4019429,14339969,17279144,202079,Acetone
923,4034841,13526672,17320447,202025,Acetone
924,4532568,13512082,17296712,202285,Acetone
925,4246814,13398088,17310211,202415,Acetone
926,4506636,14166246,17072352,202387,Acetone
927,4579661,13692481,17351520,202286,Acetone
928,4576921,14372108,17410467,202341,Acetone
929,4254631,13896857,17260628,202461,Acetone
930,4504643,14718170,17426898,202653,Acetone
931,4462637,13433280,17183769,202848,Acetone
932,4345331,14526748,17114272,203240,Acetone
933,4366728,14274627,17385858,203227,Acetone
934,4162374,13334636,17254156,203042,Acetone
935,4379725,13445817,17485729,203298,Acetone
936,4367840,13469434,17255484,203109,Acetone
937,4560802,13947733,17465486,203056,Acetone
938,4272281,13274422,17454563,203004,Acetone
939,4310639,13403352,17060339,202800,Acetone
940,4165742,13510660,17420434,202724,Acetone
941,4366941,13944061,17499693,202836,Acetone
942,4062502,13758919,17200255,202948,Acetone
943,4367011,14318447,17380175,202848,Acetone
944,4436761,14232363,17357725,202816,Acetone
945,4296860,13239520,17235600,202709,Acetone
946,4383595,14445826,17459782,202830,Acetone
947,4309743,14084448,17239491,203027,Acetone
948,4225919,13455894,17151517,203085,Acetone
949,4408795,13359739,17311119,203039,Acetone
950,4303857,13237453,17120787,202989,Acetone
951,4335222,14113724,17391353,203286,Acetone
952,4018813,14547071,17342942,203259,Acetone
953,4251814,13299713,17316346,203278,Acetone
954,4140673,14660724,17171898,203255,Acetone
955,4186454,14105050,17210961,203220,Acetone
956,4035069,13264977,17328437,203270,Acetone
957,4471104,14196817,17347713,203209,Acetone
958,4575890,13383632,17476577,203102,Acetone
959,4472748,13767357,17104303,203243,Acetone
960,4375526,14144898,17430449,203541,Acetone
961,4114659,13320071,17472529,203504,Acetone
962,4254734,14276613,17317686,203708,Acetone
963,4031914,13841062,17263663,203694,Acetone
964,4097558,13342524,17206987,203601,Acetone
965,4204046,13651702,17468583,203581,Acetone
966,4496803,14204942,17103523,204027,Acetone
967,4383122,14608536,17298644,204123,Acetone
968,4365703,13281959,17403296,204314,Acetone
969,4500449,13716148,17221295,204356,Acetone
970,4352742,13649147,17252139,204414,Acetone
971,4348575,13650840,17245783,204760,Acetone
972,4212097,13359117,17371652,204832,Acetone
973,4414845,14375486,17466711,204794,Acetone
974,4115308,13286647,17433283,205136,Acetone
975,4182576,14573823,17304244,205317,Acetone
976,4303654,13966954,17193973,205551,Acetone
977,4062346,14045591,17235087,205987,Acetone
978,4314517,13733404,17393544,205981,Acetone
979,4258765,13500301,17318188,206747,Acetone
980,4161556,14456283,17299074,207181,Acetone
981,4551986,13974505,17429701,207343,Acetone
982,4417636,14312324,17073853,207529,Acetone
983,4159477,13598395,17466893,207387,Acetone
984,4221208,14162610,17188442,207420,Acetone
985,4524451,14181752,17353536,207233,Acetone
986,4423492,14609334,17319273,207235,Acetone
987,4375751,14698169,17505178,207483,Acetone
988,4490111,14726155,17176711,207679,Acetone
989,4060537,14127991,17136267,207778,Acetone
990,4568532,13799119,17235105,207960,Acetone
991,4184814,13865257,17422482,207971,Acetone
992,4491457,14110127,17211328,208051,Acetone
993,4557409,14299454,17255607,208613,Acetone
994,4581430,13809430,17378141,208827,Acetone
995,4324589,13310094,17409117,209194,Acetone
